grupo_atividade_economica,id_parlamentar,nome_eleitoral,sg_partido,uf,cnpj,razao_social,data_entrada_sociedade
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204489,ROBÉRIO MONTEIRO,PDT,CE,09237305000196,MONTEIRO AGROINDUSTRIA LTDA,2007-12-04
OUTRAS ATIVIDADES DE SERVIÇOS,74052,BOSCO COSTA,PL,SE,09301418000103,ASSOCIACAO DE RADIODIFUSAO COMUNITARIA DA CIDADE DE MOITA BONITA/SERGIPE,2008-01-10
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",204532,VINICIUS POIT,NOVO,SP,09310875000164,SERRA MORENA PARTICIPACOES S.A.,2008-01-07
OUTRAS ATIVIDADES DE SERVIÇOS,160655,RICARDO IZAR,PP,SP,09337992000111,ASOCESP - ASSOCIACAO DOS SOCIOS DE CLUBES DE SAO PAULO,2007-11-14
ELETRICIDADE E GÁS,108338,JAQUELINE CASSOL,PP,RO,09342398000119,HIDROELETRICA BERGAMIN LTDA.,2017-07-03
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000142,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000223,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000304,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000495,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000576,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000657,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000738,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000819,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09343389000908,"LFG BUSINESS, EDICOES E PARTICIPACOES LTDA.",2008-11-17
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000104,CESAR & GOMES CURSOS LTDA,2007-12-07
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000295,CESAR & GOMES CURSOS LTDA,2007-12-07
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000376,CESAR & GOMES CURSOS LTDA,2007-12-07
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000457,CESAR & GOMES CURSOS LTDA,2007-12-07
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000538,CESAR & GOMES CURSOS LTDA,2007-12-07
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,09349081000619,CESAR & GOMES CURSOS LTDA,2007-12-07
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",74043,WELLINGTON ROBERTO,PL,PB,09364746000159,RICOL PARTICIPACOES E LOCACOES DE IMOVEIS LTDA,1980-11-05
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,09483773000140,REFIL DISTRIBUICAO E LOGISTICA LTDA,2013-03-12
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,09483773000221,REFIL DISTRIBUICAO E LOGISTICA LTDA,2013-03-12
"TRANSPORTE, ARMAZENAGEM E CORREIO",204419,GLAUSTIN FOKUS,PSC,GO,09483773000302,REFIL DISTRIBUICAO E LOGISTICA LTDA,2013-03-12
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204419,GLAUSTIN FOKUS,PSC,GO,09483773000493,REFIL DISTRIBUICAO E LOGISTICA LTDA,2013-03-12
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000120,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000200,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000391,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000472,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000553,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000634,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000715,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74305,ROBERTO PESSOA,PSDB,CE,09503178000804,EMAPE INTEGRACAO AVICOLA INDUSTRIA E COMERCIO LTDA,2009-10-08
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74158,MÁRIO HERINGER,PDT,MG,09568118000195,PRESERV- AIR FLORESTAMENTO E AGROPECUARIA LTDA,2008-04-07
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",92699,FERNANDO MONTEIRO,PP,PE,09574875000171,FAAS PARTICIPACOES LTDA,2008-05-14
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",90201,PEDRO AUGUSTO BEZERRA,PTB,CE,09574875000171,FAAS PARTICIPACOES LTDA,2009-02-12
OUTRAS ATIVIDADES PROFISSIONAIS,204541,EDUARDO BISMARCK,PDT,CE,09579793000110,MB CONSULTORES E ASSOCIADOS LTDA,2008-04-28
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",160666,FÉLIX MENDONÇA JÚNIOR,PDT,BA,09580070000130,AGROPECUARIA LUA NOVA LTDA,2008-02-27
INFORMAÇÃO E COMUNICAÇÃO,112437,JOÃO MARCELO SOUZA,MDB,MA,09581722000151,COMUNICAR RADIODIFUSAO LTDA.,2016-03-11
ATIVIDADES IMOBILIÁRIAS,204497,JÚNIOR FERRARI,PSD,PA,09602926000121,MARARU EMPREENDIMENTOS LTDA,2008-05-29
EDUCAÇÃO,160601,PR. MARCO FELICIANO,PODEMOS,SP,09610923000130,CINESE - CENTRO DE INTELIGENCIA ESPIRITUAL E EMOCIONAL - CURSOS LTDA,2008-04-03
INFORMAÇÃO E COMUNICAÇÃO,160601,PR. MARCO FELICIANO,PODEMOS,SP,09612147000107,TEMPO DE AVIVAMENTO EMPREENDIMENTOS LTDA.,2008-06-03
INFORMAÇÃO E COMUNICAÇÃO,137070,VICENTINHO JÚNIOR,PL,TO,09614390000164,REDE TAPAJOS DE COMUNICACAO LTDA,2008-05-29
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74537,CLAUDIO CAJADO,PP,BA,10194650000179,CCS AGROPECUARIA LTDA,2008-06-05
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,10197403000126,LFG SALVADOR CURSOS E CONCURSOS LTDA.,2009-02-11
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",141434,FLAVIANO MELO,MDB,AC,10205235000173,ASSOCIACAO DOS MUNICIPIOS DO ESTADO DO ACRE,2005-09-12
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204432,MARINA SANTOS,SOLIDARIEDADE,PI,10242091000125,LABOFLOR CENTRO DE DIAGNOSTICO E IMAGEM LTDA,2008-08-01
CONSTRUÇÃO,160666,FÉLIX MENDONÇA JÚNIOR,PDT,BA,10254428000114,CONSORCIO FEIRA DE SANTANA,2008-08-01
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160601,PR. MARCO FELICIANO,PODEMOS,SP,10256613000148,GMF - ADMINISTRACAO E REPRESENTACAO COMERCIAL DE CONSORCIOS DE BENS E DIREITOS LTDA,2007-07-04
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204367,DANIEL FREITAS,PSL,SC,10281584000174,NAREIA PRODUCOES DE EVENTOS LTDA.,2008-08-12
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178948,BETO ROSADO,PP,RN,10292507000110,HORTIFRUTIGRANJEIRO CANTO VERDE LTDA,2018-08-17
"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",204447,FLORDELIS,PSD,RJ,10305810000100,INSTITUTO FLORDELIS DE APOIO A CRIANCA E ADOLESCENTE,2008-07-15
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,10306842000120,LFG ACADEMIA DE INTELIGENCIA LTDA.,2008-08-18
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",141421,EDUARDO DA FONTE,PP,PE,10348550000150,GARANTIA ADMINSTRACAO E PARTICIPACOES LTDA,2004-09-21
COMÉRCIO VAREJISTA,133439,ANDRÉ FIGUEIREDO,PDT,CE,10372312000180,TOP MED SCIENTIFIC COMERCIO E IMPORTACAO LTDA,2008-09-17
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204365,GILSON MARQUES,NOVO,SC,10377389000142,VASSELAI & VIEIRA ADVOGADOS ASSOCIADOS,2008-09-26
INDÚSTRIA DE COUROS E CALÇADOS,204403,MARLON SANTOS,PDT,RS,10450332000121,BUG ' LOOP - INDUSTRIA & COMERCIO DE ARTIGOS DE VIAGENS LTDA,2008-10-23
INDÚSTRIA METALÚRGICA,141553,VANDERLEI MACRIS,PSDB,SP,10481617000120,INDUSTRIA E COMERCIO DE TELHAS E CALHAS MAFERACO LTDA,2008-10-31
OUTRAS ATIVIDADES DE SERVIÇOS,141531,RODRIGO DE CASTRO,PSDB,MG,10499070000190,ASSOCIACAO MINEIRA DE APOIO A INICIATIVAS VOLUNTARIAS SOCIAIS- AMAIVOS,2007-09-25
ATIVIDADES IMOBILIÁRIAS,178934,TONINHO WANDSCHEER,PROS,PR,10505234000144,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,10505234000225,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
ATIVIDADES IMOBILIÁRIAS,178934,TONINHO WANDSCHEER,PROS,PR,10505234000306,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,10505234000497,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,10505234000578,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,10505234000659,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,10505234000730,NOSSO LOTE EMPREENDIMENTOS IMOBILIARIOS LTDA,2018-04-20
OUTRAS ATIVIDADES DE SERVIÇOS,204447,FLORDELIS,PSD,RJ,10515329000149,ESTHETICS BEAUTY HAIR LTDA,2008-12-03
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74537,CLAUDIO CAJADO,PP,BA,10527643000141,CCS EMPREENDIMENTOS RURAIS LTDA,2008-12-10
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000116,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000205,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000388,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000469,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000540,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000620,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES DE SERVIÇOS,160601,PR. MARCO FELICIANO,PODEMOS,SP,10532559000701,IGREJA EVANGELICA ASSEMBLEIA DE DEUS DE ORLANDIA - MINISTERIO CATEDRAL DO AVIVAMENTO,2008-11-27
OUTRAS ATIVIDADES ADMINISTRATIVAS,178879,LUCAS VERGILIO,SOLIDARIEDADE,GO,10542425000186,SOLAR LOCADORA DE VEICULOS LTDA,2008-10-21
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178959,HIRAN GONÇALVES,PP,RR,10543728000113,CLINICA PROFTALMO LTDA. EPP,2008-12-19
"TRANSPORTE, ARMAZENAGEM E CORREIO",160673,GIOVANI CHERINI,PL,RS,10582056000155,TCHERINI TRANSPORTES E TURISMO LTDA,2008-12-30
EDUCAÇÃO,204543,LUIZ FLÁVIO GOMES,PSB,SP,10619694000101,SIMULADOS PARA CONCURSOS LTDA.,2009-11-13
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,204434,DRA. VANDA MILANI,SOLIDARIEDADE,AC,10630104000133,FRIGOPEIXE MONTE CASTELO DA AMAZONIA IMP. E EXP. LTDA,2015-01-20
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,198197,GREYCE ELIAS,AVANTE,MG,10640804000109,DOMINIUM PROJETOS E COBRANCAS LTDA,2009-02-16
EDUCAÇÃO,178930,ROMAN,PSD,PR,10653669000136,"E-3 TERRA ASSESSORIA, CONSULTORIA E COMERCIO DE ARTIGOS ESPORTIVOS LTDA",2009-02-13
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",178912,PEDRO CUNHA LIMA,PSDB,PB,10687295000170,CUNHA LIMA E TARGINO ADVOGADOS ASSOCIADOS,2013-09-06
COMÉRCIO VAREJISTA,204499,CÁSSIO ANDRADE,PSB,PA,10700690000145,BRAZILIAN AQUARIUM FISH COMERCIO E EXPORTACAO DE PEIXES ORNAMENTAIS LTDA,2009-02-19
COMÉRCIO VAREJISTA,204499,CÁSSIO ANDRADE,PSB,PA,10700690000226,BRAZILIAN AQUARIUM FISH COMERCIO E EXPORTACAO DE PEIXES ORNAMENTAIS LTDA,2009-02-19
"TRANSPORTE, ARMAZENAGEM E CORREIO",160655,RICARDO IZAR,PP,SP,10728820000158,TRI REDE DE ESTACIONAMENTOS LTDA,2009-03-25
"TRANSPORTE, ARMAZENAGEM E CORREIO",160655,RICARDO IZAR,PP,SP,10728820000239,TRI REDE DE ESTACIONAMENTOS LTDA,2009-03-25
"TRANSPORTE, ARMAZENAGEM E CORREIO",160655,RICARDO IZAR,PP,SP,10728820000310,TRI REDE DE ESTACIONAMENTOS LTDA,2009-03-25
"TRANSPORTE, ARMAZENAGEM E CORREIO",204456,GUTEMBERG REIS,MDB,RJ,10741848000125,ATHOS 2013 LOCACOES E EQUIPAMENTOS EIRELI,2013-08-15
INFORMAÇÃO E COMUNICAÇÃO,74467,DAMIÃO FELICIANO,PDT,PB,10752269000188,RADIO SANTA RITA LTDA,1996-02-23
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",742,Marcelo Castro,MDB,PI,10765915000141,AGROPECUARIA IPE LTDA,1994-05-11
COMÉRCIO VAREJISTA,195866,VAIDON OLIVEIRA,PROS,CE,10772398000138,F.C. MERCANTIL LTDA,2009-04-07
COMÉRCIO VAREJISTA,160559,ALCEU MOREIRA,MDB,RS,10778205000156,BALANGAN MOVEIS RUSTICOS LTDA,2009-04-03
INDÚSTRIA DE MÓVEIS E MADEIRAS,160559,ALCEU MOREIRA,MDB,RS,10778205000237,BALANGAN MOVEIS RUSTICOS LTDA,2009-04-03
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",178930,ROMAN,PSD,PR,10783713000122,RMR - INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS ALIMENTICIOS LTDA,2009-04-14
OUTRAS ATIVIDADES DE SERVIÇOS,204354,FLÁVIA ARRUDA,PL,DF,10788264000105,INSTITUTO FRATERNA,2009-04-23
SAÚDE HUMANA E SERVIÇOS SOCIAIS,141508,MAURO NAZIF,PSB,RO,10788471000160,CLINICA MEDICA JORGE TEIXEIRA LTDA,2009-04-28
ATIVIDADES IMOBILIÁRIAS,178984,MIGUEL HADDAD,PSDB,SP,10827305000125,ROMA - URBANIZACAO E LOTEAMENTOS LTDA,2009-08-03
INFORMAÇÃO E COMUNICAÇÃO,204356,AMARO NETO,REPUBLICANOS,ES,10858205000166,ARX COMUNICACAO LTDA,2009-05-19
ATIVIDADES IMOBILIÁRIAS,74471,ANDRÉ DE PAULA,PSD,PE,10964161000159,EFICIENCIA ADMINISTRACAO DE IMOVEIS LTDA,2010-08-24
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000174,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000255,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000336,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000417,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000506,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000689,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000760,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000840,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
COMÉRCIO VAREJISTA,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204000921,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001065,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001146,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001227,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001308,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001499,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001570,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001650,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
INFORMAÇÃO E COMUNICAÇÃO,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001731,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001812,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204001901,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002037,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002118,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
COMÉRCIO VAREJISTA,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002207,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002380,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002460,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002541,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002622,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002703,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002894,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204002975,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204003190,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
OUTRAS ATIVIDADES DE SERVIÇOS,204393,FREI ANASTACIO RIBEIRO,PT,PB,10968204003351,PROVINCIA FRANCISCANA DE STO ANTONIO DO BRASIL,2006-01-16
ATIVIDADES IMOBILIÁRIAS,204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,10970659000124,LAJ PARTICIPACOES SOCIETARIAS IMOBILIARIAS E INCORPORACOES LTDA,2009-06-16
AGÊNCIAS DE VIAGEM E TURISMO,204414,AROLDO MARTINS,REPUBLICANOS,PR,10973494000144,BRASIL TOP TRAVEL - AGENCIA DE VIAGENS LTDA,2010-05-13
INFORMAÇÃO E COMUNICAÇÃO,160510,LUIS TIBÉ,AVANTE,MG,10982372000114,REPRESENTACOES TELECENTER LTDA,2010-01-19
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",133439,ANDRÉ FIGUEIREDO,PDT,CE,10991120000151,IRACEMA LOGISTICA E PARTICIPACOES LTDA,2012-04-10
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",92699,FERNANDO MONTEIRO,PP,PE,10991173000172,F3M PARTICIPACOES LTDA,2009-07-23
OUTRAS ATIVIDADES DE SERVIÇOS,204419,GLAUSTIN FOKUS,PSC,GO,10999105000150,ASSOCIACAO DAS EMPRESAS SEDIADAS NO POLO EMPRESARIAL GOIAS,2019-04-23
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,160669,GENECIAS NORONHA,SOLIDARIEDADE,CE,11010336000151,MARANHAO MOTOS ZE DOCA LTDA,2009-07-21
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,160669,GENECIAS NORONHA,SOLIDARIEDADE,CE,11010336000232,MARANHAO MOTOS ZE DOCA LTDA,2009-07-21
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,160669,GENECIAS NORONHA,SOLIDARIEDADE,CE,11010336000313,MARANHAO MOTOS ZE DOCA LTDA,2009-07-21
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,160669,GENECIAS NORONHA,SOLIDARIEDADE,CE,11010336000402,MARANHAO MOTOS ZE DOCA LTDA,2009-07-21
